TIMESTAMP,is_motion
2023-05-28T21:10:32Z,0.00000
2023-05-28T21:10:34Z,1.00000
2023-05-28T21:10:34Z,1.00000
2023-05-28T21:10:34Z,1.00000
2023-05-28T21:10:34Z,1.00000
2023-05-28T21:10:34Z,1.00000
2023-05-28T21:10:34Z,1.00000
2023-05-28T21:10:34Z,1.00000
2023-05-28T21:10:34Z,1.00000
2023-05-28T21:10:34Z,1.00000
2023-05-28T21:10:34Z,1.00000
2023-05-28T21:10:45Z,0.00000
2023-05-28T21:10:45Z,0.00000
2023-05-28T21:10:48Z,0.00000
2023-05-28T21:10:48Z,0.00000
2023-05-28T21:10:50Z,0.00000
2023-05-28T21:10:50Z,0.00000
2023-05-28T21:10:52Z,0.00000
2023-05-28T21:10:52Z,0.00000
2023-05-28T21:10:54Z,0.00000
2023-05-28T21:10:54Z,0.00000
2023-05-28T21:10:56Z,0.00000
2023-05-28T21:10:56Z,0.00000
2023-05-28T21:10:58Z,0.00000
2023-05-28T21:10:58Z,0.00000
2023-05-28T21:11:00Z,0.00000
2023-05-28T21:11:00Z,0.00000
2023-05-28T21:11:02Z,0.00000
2023-05-28T21:11:02Z,0.00000
2023-05-28T21:11:04Z,0.00000
2023-05-28T21:11:04Z,0.00000
2023-05-28T21:11:06Z,0.00000
2023-05-28T21:11:06Z,0.00000
2023-05-28T21:11:07Z,0.00000
2023-05-28T21:11:07Z,0.00000
2023-05-28T21:11:10Z,0.00000
2023-05-28T21:11:10Z,0.00000
2023-05-28T21:11:12Z,0.00000
2023-05-28T21:11:12Z,0.00000
2023-05-28T21:11:14Z,0.00000
2023-05-28T21:11:15Z,0.00000
2023-05-28T21:11:15Z,0.00000
